kernel,classic_cca,aqm,bdp,i,prague throughput,classic throughput,drops,classic,transition,scalable
5.15.72-56eae305c-prague-91,bbr2,DualPI2,8,2,6831838.868847386,87059797.66379914,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,9,18206588.79785489,76267530.63229875,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,1,19115296.144230984,75304810.6349256,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,4,7653182.966157937,86693589.5234575,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,3,18556036.983976178,75882777.45196037,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,6,7216267.26780525,86850118.1642978,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,7,6744479.920629326,87478458.8241155,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,0,6989102.788886473,86994189.6786164,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,8,6971646.063479995,87296853.49357316,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,5,7093961.672211376,87042951.3846979,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,2,2,7076471.408365236,87380362.14921093,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,9,7024106.005977948,87023690.5992614,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,1,6866818.777784,87149554.77105047,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,4,6517348.559098838,87658103.41345347,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,3,6447434.000726786,87545203.2435556,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,6,6971620.041265652,87288062.707081,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,7,7006618.394401024,87360075.71490937,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,0,7251212.751178108,87346553.71437585,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,8,6604677.042765248,87590811.0183184,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,5,7163828.6873843,86820866.4050286,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,4,2,7338563.431148037,86690707.8433999,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,9,15218888.231108554,78764176.3060423,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,1,18975565.529668752,75464174.66911395,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,4,18748385.38506431,75691664.1012206,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,3,19359907.634109873,75044552.0766627,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,6,24269796.5312205,69191650.6601288,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,7,19254949.306758624,74938791.55012076,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,0,19377411.4727156,74834258.13106804,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,8,18765750.369151033,75813187.11550264,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,5,17455335.698143076,76790081.05938214,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,0.5,2,18992987.787904743,75235724.50327568,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,9,19464765.437406372,74747344.55199106,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,1,18765788.518610477,75865981.3420272,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,4,18608626.022158615,75653906.2469799,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,3,18433887.309815414,76005365.64263088,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,6,18486212.30139597,75532890.79299343,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,7,19621910.65732512,74765376.42311616,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,0,12685193.448630473,81539890.63763334,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,8,7198787.62821154,87004978.5647766,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,5,18416344.76918396,75707754.13977954,,,,
5.15.72-56eae305c-prague-91,bbr2,DualPI2,1,2,18625984.3827823,75638109.1915318,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,9,47386111.38138086,47630736.2999475,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,1,47368737.29148606,47648106.63435323,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,4,47473752.8216994,47596140.5468042,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,3,47438404.7501528,47630828.36772385,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,6,47456424.678426355,47596133.4087654,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,7,47369032.49973838,47735809.88377394,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,0,47386209.293201424,47700539.89557216,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,8,47369060.1263674,47735972.154293165,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,5,47526119.91650372,47456258.613419525,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,8,2,47491103.01741508,47595730.50960183,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,9,47369016.7131077,47719064.61296208,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,1,47438878.2518745,47648564.761717826,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,4,47386542.5122676,47683368.309243,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,3,47368880.15919148,47735968.17706137,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,6,47316533.37646273,47753319.33150977,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,7,47526210.198588245,47543683.86222557,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,0,47299032.13203532,47770828.8060882,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,8,47386224.295854844,47665880.38242678,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,5,47299185.0362557,47823335.077608645,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,2,2,47334107.20679128,47753351.16086677,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,9,47438544.66537049,47595801.09577349,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,1,47368931.46548386,47613634.85445801,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,4,47386695.69985622,47631164.89434835,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,3,47368888.841787,47735848.86041563,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,6,47334064.614320815,47683341.29398783,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,7,47351577.7474588,47753245.32841875,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,0,47578383.03889012,47456032.4505652,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,8,47543646.6269372,47491245.4629876,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,5,47403662.3366409,47700723.50614286,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,4,2,47246437.9868793,47840448.44896192,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,9,47316513.66507994,47770859.0550867,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,1,47176683.59163082,47718292.51139555,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,4,47124072.66867595,47840395.835051045,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,3,47543698.12256422,47456291.82632791,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,6,47124066.386722654,47788045.264226645,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,7,47438738.334689036,47665993.16976056,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,0,47386435.12362075,47701007.27071427,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,8,47124495.9191373,47823391.6577295,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,5,47421038.716837056,47613370.651255324,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,0.5,2,47299128.288182266,47788378.91976953,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,9,47473809.77915683,47648644.954762176,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,1,47438921.7291341,47666129.7861191,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,4,47333768.83539037,47735525.91301989,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,3,47473570.87518153,47543451.73680489,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,6,47316541.261020444,47770913.98099773,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,7,47490982.730708174,47665714.37950504,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,0,47455930.44075242,47578312.4784689,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,8,47526190.399856135,47561116.31481783,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,5,47403976.72035266,47596164.34028232,,,,
5.15.72-56eae305c-prague-91,cubic,FQ,1,2,47351459.39156818,47701023.167989,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,9,45774376.258172184,49425722.619770244,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,1,42891195.74316075,52343011.4465099,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,4,46246676.38437913,48954759.2309092,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,3,45583162.879764885,49618932.2793836,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,6,43626933.40110689,51593903.02346482,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,7,44953409.63211592,50247061.57939086,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,0,43574496.40115932,51646374.03154634,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,8,47294224.82310997,47905792.588046275,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,5,43136091.69970005,52081369.568854,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,8,2,47068516.2869837,48116921.09775386,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,9,44254784.86699478,50963586.4080294,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,1,42647053.5770296,52570727.86185516,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,4,44151126.0459216,51069923.33798763,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,3,41285432.767764375,53952374.5223436,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,6,46211278.62144247,48989146.0861904,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,7,45128508.16778683,50072900.601565845,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,0,44395669.96393303,50807791.22367544,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,8,43940585.66339202,51278890.535200216,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,5,41283640.158643566,53950147.8721008,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,2,2,45041235.4496056,50160259.04317001,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,9,44535908.35403207,50686152.928995356,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,1,44604903.390252516,50597341.3484605,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,4,41495401.930804,53725553.14703354,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,3,46771656.34624394,48431306.678335555,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,6,42648713.54654763,52589880.53274806,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,7,46054667.20653918,49129585.82762512,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,0,42106404.46297854,53130431.8167735,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,8,46385878.38328235,48814414.918171,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,5,46125164.6502741,49077931.296494335,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,4,2,41827135.8534211,53410929.50155232,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,9,27867995.5651249,66987703.825812265,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,1,49132380.6820916,45323447.20096102,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,4,32986560.533103183,61937186.30798325,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,3,38105099.92627058,56555019.82792796,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,6,28775727.601135034,66077420.554300174,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,7,25195155.074317,69714798.26695213,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,0,30908775.559676286,63896780.896603584,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,8,40168938.55494805,54443802.5221461,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,5,33056818.004211146,61675806.49343041,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,0.5,2,27115841.42596682,67667103.16969445,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,9,43853208.175101735,51366056.38554793,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,1,44254848.2808911,50963955.7902837,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,4,41878227.11027304,53356383.42965087,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,3,42753055.07088815,52449890.0273991,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,6,41336609.91891034,53898309.004488036,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,7,47679467.30552894,47504784.11383587,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,0,43572376.42921981,51644634.061191745,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,8,42665005.26876342,52553790.8402129,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,5,45478217.89732246,49723575.42597943,,,,
5.15.72-56eae305c-prague-91,cubic,CoDel,1,2,42666107.87655124,52555269.85400206,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,9,32602721.58618184,62444763.617513746,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,1,32706700.59768623,62425664.83606624,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,4,32497758.641805083,62496913.933193274,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,3,30680867.79309735,64332128.0512426,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,6,32479650.285991468,62495645.59004762,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,7,33075996.189424336,61941122.67043752,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,0,32148719.99302032,62917087.16675584,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,8,33196154.5005326,61779793.779693,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,5,31939064.53949179,63144308.83796522,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),8,2,31990258.142267894,63106704.1899967,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,9,31782644.6467867,63198532.304791376,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,1,32252889.598173056,62653847.6605116,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,4,34700547.254584,60280571.59434644,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,3,32917404.32753377,62008541.3044888,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,6,32130482.802705754,62915571.2616675,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,7,33668913.7148398,61344923.88567882,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,0,33039334.00169904,61972895.91151909,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,8,34804852.0827015,60297033.453941755,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,5,32446323.61821585,62602592.2208846,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),2,2,31502618.08571254,63546984.4112328,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,9,31327572.14497661,63651192.82594001,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,1,33074758.33709689,62008485.51010488,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,4,31064931.83285348,63946926.519909315,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,3,33005975.221757535,62062849.08709652,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,6,30663770.801698968,64262707.74192277,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,7,31273975.368194435,63631142.0538247,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,0,30629501.55821639,64421373.30061559,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,8,32724259.36681371,62146551.622153565,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,5,31938592.492232617,63107657.90188014,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),4,2,32674186.75300434,62271705.2840817,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,9,29335775.42757311,64944176.1022357,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,1,28845401.56923276,65553128.637656756,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,4,28566140.255902313,65571292.83547232,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,3,26488528.753180653,67653956.96336634,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,6,26242839.06067847,67983015.08189785,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,7,29492999.905105658,64366267.7882249,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,0,27694168.898053516,66431033.46486559,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,8,28600871.00314521,65605493.9953955,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,5,28567910.521987453,65836119.577215485,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),0.5,2,29980965.874356214,64294885.940533645,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,9,31081703.47603935,63841438.09265512,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,1,32166625.198147427,62970403.7755036,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,4,30942526.351569764,64173715.03096899,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,3,31623770.41538884,63492314.9063374,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,6,33406168.99237263,61710584.74445047,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,7,33547344.005334076,61573354.30979025,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,0,31782540.84565105,63268073.901112184,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,8,31764317.245138876,63371304.08778666,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,5,32147901.4868968,62880834.277742065,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO (ECN),1,2,32584760.950851317,62548760.52165827,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,9,47281617.57462188,47893201.15085116,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,1,47281669.57438432,47893205.939247355,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,4,47281285.88185921,47892905.86826928,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,3,47281555.33263237,47893016.00026595,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,6,47281519.09053675,47893126.9308326,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,7,47281678.24102251,47893259.409736566,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,0,47281631.75636393,47893329.63981423,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,8,47281484.42423642,47893142.0940435,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,5,47281584.4839235,47893213.9199098,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,8,2,47281587.6354166,47893160.44952217,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,9,47246715.11254772,47945534.34505843,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,1,47176707.1753671,48015510.605419114,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,4,47246813.52443378,47945582.28130114,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,3,47229165.08884847,47945542.33442557,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,6,47246613.55191116,47945631.01657949,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,7,47246655.2783214,47927950.47123127,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,0,47229246.1499587,47945584.6781158,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,8,47176709.53374203,48015392.99041383,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,5,47246653.70373854,47945627.02188081,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,2,2,47176527.9395627,47997713.79015616,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,9,47159356.12540797,48015517.80635653,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,1,47281693.21067779,47893376.72600437,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,4,47281496.242287636,47893270.58268969,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,3,47281568.726464376,47893161.24758678,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,6,47124345.150012136,48032837.02677843,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,7,47158936.4917366,48015106.55628068,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,0,47281493.09080674,47893133.31534128,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,8,47176686.73612762,47997932.9369274,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,5,47124330.23020325,48032900.257696465,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,4,2,47281701.08944753,47893687.1779485,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,9,46180775.24562298,48993926.4974568,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,1,46338132.1588396,48854160.6358926,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,4,46320669.292539135,48854178.5456157,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,3,45656452.43182723,49465371.691314824,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,6,46302859.98552755,48871222.25867965,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,7,46110786.982350275,49063792.6313564,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,0,46215760.24610826,48836728.44950594,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,8,46268206.633307226,48906616.75098204,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,5,46180784.4799807,48993947.724040665,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,0.5,2,46338100.50056989,48836773.207899235,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,9,47211778.75788158,47963138.2811362,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,1,47211675.6989072,47980587.20557088,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,4,47264913.3867043,47928222.010955274,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,3,47264109.251819,47928092.6298795,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,6,47264197.4611657,47928223.60825686,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,7,47264227.38941169,47928012.76536657,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,0,47264105.31390943,47910624.54628597,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,8,47264114.76489353,47910668.4558766,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,5,47264228.96458358,47928138.152770944,,,,
5.15.72-56eae305c-prague-91,cubic,FQ-CoDel,1,2,47211719.75459691,47963075.14188297,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,9,44330439.40859681,50892792.34729196,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,1,60691483.68236978,34396405.727098614,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,4,58280338.8966674,36828895.75419786,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,3,47113501.538289435,48073557.39040027,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,6,45288357.21217624,49915694.0788169,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,7,50063220.32397805,45105711.443813056,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,0,47952063.09471896,47166714.35257702,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,8,49508918.97946577,45668406.003332,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,5,56877695.12552156,38221012.845719546,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,8,2,46654175.50032778,48539339.73950758,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,9,61584174.12039755,33491381.966399055,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,1,62604509.76795212,32454879.410872206,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,4,60943381.69048743,34148254.317351945,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,3,66011495.879688,29031768.980636727,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,6,65209356.02063112,29818414.354759287,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,7,62047386.97732225,33014987.919545736,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,0,54659736.53528105,40475041.51333354,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,8,61266863.95008225,33804165.92728533,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,5,63953368.1318425,31094502.18983336,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,2,2,57979413.46698217,37121382.263970435,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,9,61026964.0479638,34049426.71071033,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,1,61438032.58147868,33635490.24828333,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,4,69844206.6710263,25150135.345571432,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,3,62371398.2157865,32696452.49434481,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,6,61219210.773520134,33839952.0731468,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,7,65725969.48609418,29300861.611701276,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,0,65481292.562773556,29562599.713496238,,,,
