kernel,classic_cca,aqm,bdp,i,prague throughput,classic throughput,drops,classic,transition,scalable
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,4,47910696.39838528,46827829.0762648,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,3,47753323.31017707,47124327.089192055,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,6,47788261.064773485,47106899.74823205,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,7,48015294.57830115,46827116.653953634,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,0,47770845.52263527,47176814.87472918,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,8,47997981.725349545,46897180.57657022,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,5,47858063.171017766,46984494.81485545,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,2,47893014.40414643,47019469.5053934,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,9,84433869.07145625,10453901.429977661,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,1,86485048.02533156,8360527.65807821,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,4,84064543.24882486,10802551.722656116,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,3,82150880.20356894,12746067.248092737,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,6,82006359.45544034,12902402.513180463,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,7,83207999.0288537,11674933.083157627,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,0,86887043.277021,7959102.040075768,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,8,82200491.7256802,12705295.549957013,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,5,82007035.3568776,12902529.9091835,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,8,2,84852636.34570956,10017582.6883451,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,9,67370913.9323131,27657802.2567284,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,1,65453026.45432132,29590933.367415145,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,4,62481236.12071832,32576809.93397729,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,3,75581090.71263397,19371331.34847577,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,6,71790941.9304185,23179201.08587365,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,7,65820921.571847245,29207263.680164818,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,0,72547001.48572934,22429656.22977609,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,8,75160711.90631516,19790444.44170511,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,5,72878803.6829204,22097762.788515456,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,2,2,72284718.7369631,22691671.69306298,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,9,77272049.48888995,17676125.65899921,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,1,89272209.3205985,5554420.086632698,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,4,77947256.19967875,16972448.609601427,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,3,86930876.38034193,7928225.118034424,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,6,91952066.36986718,2863685.53265363,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,7,90886340.12389468,3929561.708305773,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,0,89835014.39163953,5013146.61734101,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,8,90974309.15398657,3842263.008999241,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,5,84541648.17791465,10338457.242088085,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,4,2,90588451.81903873,4243859.49492896,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,9,43349680.34090305,50670817.0628393,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,1,45374963.954492666,48624751.82845594,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,4,40918947.42063576,53096629.4525224,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,3,43243243.96378874,50598976.93185364,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,6,45513401.97782335,48536001.29058587,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,7,43558909.55589941,50198554.07326773,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,0,43172309.21877126,50702459.01883814,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,8,41235110.72674202,52959238.933420755,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,5,42371437.06972183,51474645.115702786,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,0.5,2,45531748.265842624,48327292.71864718,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,9,63736834.351140685,31169542.664931007,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,1,62142740.1787605,32792125.666509107,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,4,61896403.4705326,33035734.55996757,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,3,66480327.499574564,28287007.752996117,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,6,60694916.50359182,34278468.73521523,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,7,61343019.62721516,33615500.672056675,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,0,61273843.552347146,33650604.379009776,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,8,62106088.619351946,32826246.27819686,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,5,63176277.16265672,31692899.93861586,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO,1,2,61291927.1648067,33633602.810327284,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,9,38387896.539176,55902483.36012883,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,1,34875914.07194258,59337832.700551145,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,4,49745211.81469827,44816501.4462067,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,3,32254842.663953245,62150592.407632224,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,6,38213272.90002447,56276623.73112122,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,7,33704994.81528427,60453737.49965404,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,0,33338268.06768011,61005352.4232319,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,8,38545153.658472374,55755849.9379155,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,5,38073395.02069315,56190586.8123314,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,8,2,30804476.18837026,63408342.37578081,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,9,40834014.718942285,53654046.31756019,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,1,32202198.268769406,61956802.18862406,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,4,32377261.45021091,61679005.80623341,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,3,33425702.12523167,60778514.39783478,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,6,37653755.5112419,56678949.8531556,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,7,38894416.64628184,55469320.675978765,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,0,41393148.87843686,53130192.79791485,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,8,32342303.278739743,61967467.879307546,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,5,37881164.988335356,56296024.09997912,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,2,2,33268151.44941316,61148180.20560061,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,9,34107072.24640245,60036948.18677828,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,1,38859721.02648066,55559373.25495516,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,4,35137656.89114621,59162720.6032678,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,3,41655121.3389106,52660063.991711974,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,6,37828861.1272881,56542286.27208282,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,7,40065430.97589337,54005236.618499234,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,0,38230585.280892245,56051689.9737992,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,8,40973920.29424975,53200976.7982669,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,5,35994136.66915824,58429330.63167828,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,4,2,36448405.48169418,57753577.6651992,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,9,46390121.83440164,47333417.0604616,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,1,47298932.82363822,46508020.6115502,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,4,44520986.115480416,49427457.009929456,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,3,41305923.045284316,51486945.308617584,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,6,49413395.58493762,44852532.76764295,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,7,41568031.70429322,51975747.93350025,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,0,41236010.16536634,51457690.29404184,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,8,39995411.29066848,52466948.17115694,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,5,46512717.7773737,47296699.28303182,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,0.5,2,40117679.30155097,52942762.39657392,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,9,44608028.82839456,49687586.18662678,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,1,43629792.593147054,50526478.941411845,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,4,41026295.88632664,53340146.89731225,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,3,43140622.99543679,51295223.60394709,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,6,44450867.06088457,49950418.85569593,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,7,43804554.285191245,50630640.90794861,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,0,42266645.59976402,51926959.65599884,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,8,47648524.268302955,46756071.5679868,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,5,42424138.11318302,51937298.97914773,,,,
5.15.725.15-prague-lhagen+,bbr2,DualPI2,1,2,44293819.03682954,50111780.9883681,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,9,47421073.48528974,47683152.18805876,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,1,47351556.443354815,47753422.777075164,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,4,47421960.88828174,47648687.83036196,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,3,47508385.83343763,47560861.12133082,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,6,47491074.5284031,47543371.72140023,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,7,47385980.30651255,47665569.82287866,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,0,47438888.52831048,47700952.425197765,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,8,47386401.16995868,47753330.4717799,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,5,47333690.75036948,47735564.09376501,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,8,2,47368936.2014549,47718434.84337953,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,9,47351303.951730624,47752958.0712816,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,1,47351516.202321835,47753450.627880886,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,4,47351552.49815248,47770747.61159741,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,3,47438956.510999165,47648602.87323,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,6,47421327.13849864,47683507.358834766,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,7,47316290.533371925,47770553.382758886,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,0,47421453.571018,47630943.45294483,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,8,47386379.85024225,47735938.745566666,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,5,47456198.51398919,47595811.40613069,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,2,2,47491357.0459496,47561185.26508082,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,9,47438773.9067766,47683502.59140677,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,1,47369442.95582946,47736085.1079529,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,4,47456783.69912778,47648438.51776923,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,3,47421352.42494857,47683615.4207918,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,6,47333777.5115197,47770538.2584484,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,7,47456467.38104454,47613601.53136996,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,0,47473856.452730775,47613547.5798025,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,8,47403945.12381122,47700891.2209297,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,5,47456344.01813502,47683501.00226431,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,4,2,47368930.67615544,47753336.837650865,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,9,47298690.85968635,47735393.07632004,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,1,47124393.05051505,47910592.6120888,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,4,47106831.45654088,47893261.80394036,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,3,47438906.70970814,47613410.3212188,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,6,47368988.297199,47718585.9229507,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,7,47246611.97733109,47700876.118602,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,0,47543709.213944644,47508758.701979645,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,8,47386384.587955356,47648613.9890992,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,5,47299096.76153363,47718430.867614254,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,0.5,2,47089036.09918185,47857681.18247353,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,9,47403540.691801,47700576.4586034,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,1,47368640.994402856,47753187.24013163,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,4,47404065.98080976,47666094.83767378,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,3,47386354.58245503,47753314.55710988,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,6,47543134.053469524,47490799.927734755,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,7,47526237.9168409,47631056.15763126,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,0,47368975.66791718,47718372.82151676,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,8,47334151.37684161,47735937.95012137,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,5,47386496.71410868,47753392.5390943,,,,
5.15.725.15-prague-lhagen+,cubic,FQ,1,2,47421459.89266166,47631106.1605855,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,9,42963275.75300459,52258143.35402287,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,1,44902142.93553881,50300774.1221459,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,4,44725970.98021114,50473991.57479428,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,3,44691068.28078247,50508669.51302022,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,6,43503999.8555062,51715687.83781023,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,7,39956301.5700316,55296049.546963826,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,0,42647708.0273212,52588924.5395211,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,8,43346341.9159694,51872182.13397927,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,5,43346770.20525673,51872962.59858034,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,8,2,43853789.806622155,51365759.40215235,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,9,45722592.1131342,49479003.99878607,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,1,47381736.55727653,47818569.280722834,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,4,44621803.94904324,50579478.007723816,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,3,42490624.646815635,52711490.482984334,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,6,44062140.32698483,51155302.88621707,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,7,44359918.62060584,50859244.57643583,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,0,42472572.1658829,52763149.77207305,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,8,44185503.39215567,51034355.680387676,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,5,43102470.96027543,52135286.54838963,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,2,2,44690728.7316997,50508554.21989065,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,9,45844157.68300564,49338305.49922138,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,1,45197809.1909836,49984897.541884646,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,4,46333449.521427244,48866780.353311,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,3,44551672.13678854,50666253.81046128,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,6,43958062.19623656,51261231.969638236,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,7,43119658.7784527,52117503.18429905,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,0,43992332.11642371,51225191.44727492,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,8,43415150.8002202,51801331.26063217,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,5,44622793.55232822,50580539.89854658,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,4,2,42507895.68017537,52711298.13931365,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,9,32865376.344831374,61939318.5282131,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,1,37634340.60361303,56905733.19909635,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,4,28060701.558756556,66744707.11445539,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,3,36081282.82906685,58568671.61138372,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,6,31605705.213781565,63141652.25442831,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,7,38962204.24159213,55577870.81411863,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,0,27482748.49870944,67457465.45200688,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,8,44239668.66601506,50145345.2178872,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,5,27379637.262153238,67479299.42445643,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,0.5,2,35362350.47835579,59420777.94679337,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,9,42927148.9965164,52291921.1354695,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,1,43853748.8873172,51366626.39788204,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,4,44343648.5863602,50860531.83697895,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,3,42019457.056338765,53201510.4437647,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,6,45058648.276626915,50142848.678559914,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,7,41406410.12935411,53828574.42769094,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,0,44900716.9661472,50299253.8129733,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,8,43836486.17249204,51384350.61237757,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,5,44325268.25933587,50877181.3727185,,,,
5.15.725.15-prague-lhagen+,cubic,CoDel,1,2,41861685.064773366,53375322.680050634,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,9,32935975.65994901,62132858.74624252,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,1,33650843.23834717,61430905.100774,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,4,34541565.00291973,60486931.16956448,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,3,33021599.11087008,62076099.36633264,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,6,88702160.391541,6097530.591330614,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,7,33389097.158130035,61624043.8455063,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,0,33599807.64037949,61433763.090524554,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,8,33580811.352195114,61448263.26645022,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,5,36114256.33509263,59002209.61623532,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),8,2,33826737.234739654,61153573.31601623,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,9,32601850.78686359,62530809.52266936,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,1,35032637.22016147,60018693.17444185,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,4,33039062.598802533,61919790.9530154,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,3,88580833.4213791,6184885.90817346,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,6,33475346.319605183,61499528.871360525,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,7,32410395.2952928,62688287.778392926,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,0,34612758.69892506,60401812.11739995,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,8,88545440.3069345,6289712.4916973,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,5,33213544.809059642,61849601.07150284,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),2,2,33615185.89256051,61360008.721634835,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,9,32603319.710478324,62515758.73107873,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,1,34349644.65412248,60679570.5030698,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,4,33179532.01240445,61868890.14303798,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,3,33248363.39580431,61884178.29785028,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,6,34490799.83570834,60506917.2520843,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,7,33546528.996877152,61414679.68525912,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,0,32812951.275286883,62236201.478367925,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,8,32025061.27415349,63001927.214973,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,5,31570866.10584984,63526280.34130238,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),4,2,32149098.19121025,62847954.796329774,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,9,29406641.65403129,64823974.814774156,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,1,41967198.569861166,52013522.60285195,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,4,34838445.287254475,58739539.76110206,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,3,35852316.40212545,58390905.435016155,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,6,40726340.9994324,53428214.23309138,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,7,34524730.11086928,59439832.1620704,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,0,31642180.05703877,61868902.51390514,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,8,37792907.679553814,56139144.942959964,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,5,39765609.41135822,54266984.01192979,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),0.5,2,35120276.0421571,59005400.98936294,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,9,32812214.26215947,62252374.0022932,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,1,88564027.38376974,6184992.981988308,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,4,33126424.064595543,61919889.99908907,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,3,34506332.3860385,60573980.68737643,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,6,33861352.13441762,61083170.531378776,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,7,34962448.387828656,59947997.2742611,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,0,33371265.89239386,61710665.97630682,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,8,34525670.13198175,60542333.16667448,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,5,88719976.1972414,6027656.604574497,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO (ECN),1,2,32411534.816870127,62499044.61563582,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,9,47281569.514337085,47893260.20780448,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,1,47281510.4239569,47893119.74826236,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,4,47281645.15023923,47893260.20780448,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,3,47281723.15001677,47893897.074473925,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,6,47281629.39273966,47893090.2199407,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,7,47281627.81699028,47893383.110579655,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,0,47281672.72588875,47893178.805014916,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,8,47281562.42348366,47893147.680492036,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,5,47281705.81671063,47893210.7276445,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,8,2,47281601.8171407,47893126.9308326,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,9,47246671.81144773,47945529.55143944,,,,
